index,UF,ano,idade,sexo,escola,cor_raca,NOTA_LC,NOTA_MT,NOTA_CN,NOTA_CH,NOTA_REDACAO
7842,AP,2016,22.0,F,1,3,625.9,452.5,476.0,639.9,680.0
7843,BA,2016,29.0,F,1,1,507.3,457.5,432.0,469.7,480.0
7844,AM,2016,16.0,F,1,3,,,,,
7845,MG,2016,19.0,F,1,1,,,,,
7846,CE,2016,22.0,F,1,3,348.1,397.7,408.3,501.1,440.0
7847,RJ,2016,19.0,F,1,3,,,505.0,525.7,
7848,MA,2016,21.0,M,1,2,,,438.0,549.2,
7849,MT,2016,17.0,F,3,1,596.8,662.3,607.5,626.1,760.0
7850,CE,2016,20.0,F,1,3,483.2,419.6,482.3,600.6,720.0
7851,RS,2016,31.0,M,1,1,514.4,698.0,671.7,601.6,460.0
7852,BA,2016,16.0,F,1,2,534.7,526.5,431.8,550.8,600.0
7853,MS,2016,31.0,M,1,3,510.6,459.9,550.7,405.2,440.0
7854,MG,2016,18.0,F,1,3,520.8,369.8,518.3,546.8,720.0
7855,PA,2016,42.0,F,1,3,528.1,459.0,487.0,594.6,520.0
7856,AL,2016,23.0,F,1,1,494.2,516.3,397.8,513.8,460.0
7857,RS,2016,18.0,M,1,3,538.8,498.8,493.5,537.8,440.0
7858,SP,2016,17.0,M,1,1,631.2,614.3,616.0,660.9,400.0
7859,MA,2016,20.0,M,1,2,363.7,571.4,396.8,385.3,640.0
7860,MG,2016,19.0,F,1,3,556.8,392.7,402.4,523.1,600.0
7861,ES,2016,29.0,F,1,1,,,,,
7862,BA,2016,25.0,F,1,1,,,,,
7863,SP,2016,18.0,F,2,3,510.4,491.1,487.5,600.4,460.0
7864,ES,2016,18.0,F,3,3,566.3,505.1,613.8,595.4,680.0
7865,MG,2016,44.0,F,1,3,,,,,
7866,MG,2016,22.0,M,1,0,499.4,489.5,381.9,496.1,480.0
7867,AL,2016,27.0,F,1,3,,,,,
7868,PE,2016,15.0,M,1,0,587.1,623.5,529.0,570.5,500.0
7869,BA,2016,29.0,M,1,3,565.0,662.3,462.7,514.1,620.0
7870,PI,2016,18.0,F,3,3,668.2,616.3,628.9,734.4,980.0
7871,RJ,2016,19.0,F,1,1,,,,,
7872,SP,2016,18.0,F,1,1,,,,,
7873,RJ,2016,20.0,M,1,2,381.5,491.6,484.5,564.5,640.0
7874,MT,2016,17.0,F,1,3,482.2,443.6,418.7,526.6,380.0
7875,RJ,2016,23.0,F,1,4,457.2,345.9,446.1,521.6,360.0
7876,PR,2016,19.0,M,2,1,510.2,439.3,442.7,448.4,560.0
7877,TO,2016,49.0,M,1,3,426.2,486.2,393.0,424.1,400.0
7878,SP,2016,21.0,M,1,1,600.5,558.2,524.6,557.3,440.0
7879,RJ,2016,29.0,M,1,0,,,,,
7880,PR,2016,20.0,M,1,3,,,,,
7881,PR,2016,17.0,M,2,1,652.1,658.4,589.1,642.2,660.0
7882,BA,2016,42.0,M,1,2,,,,,
7883,PR,2016,16.0,M,1,1,523.5,366.6,521.5,516.8,680.0
7884,MG,2016,28.0,M,1,3,,,,,
7885,DF,2016,20.0,F,1,2,462.4,502.6,407.1,524.2,0.0
7886,SP,2016,35.0,F,1,3,,,,,
7887,SP,2016,21.0,M,1,3,,,,,
7888,PA,2016,16.0,M,1,1,559.0,520.0,449.7,557.6,540.0
7889,SP,2016,37.0,M,1,3,545.8,634.9,560.8,615.0,620.0
7890,CE,2016,24.0,F,1,4,577.2,358.0,422.6,599.3,660.0
7891,RJ,2016,18.0,M,2,1,,,,,
7892,CE,2016,16.0,M,1,3,493.7,602.0,457.9,556.8,700.0
7893,RS,2016,24.0,M,1,2,528.9,403.2,533.4,594.2,620.0
7894,RS,2016,63.0,M,1,3,544.9,353.2,435.5,577.9,480.0
7895,MG,2016,50.0,M,1,1,566.2,403.4,444.2,579.4,580.0
7896,GO,2016,16.0,F,1,3,593.1,545.8,543.8,610.3,680.0
7897,PE,2016,16.0,M,1,3,457.0,400.9,480.3,480.3,280.0
7898,SP,2016,18.0,F,1,3,,,,,
7899,ES,2016,17.0,F,1,3,567.0,476.0,597.3,582.2,660.0
7900,RS,2016,47.0,F,1,2,513.1,421.0,507.4,523.0,520.0
7901,PE,2016,23.0,M,1,1,,,,,
7902,AM,2016,18.0,M,1,3,549.0,609.6,611.5,581.9,560.0
7903,RJ,2016,18.0,F,2,3,,,,,
7904,DF,2016,23.0,M,1,3,587.8,533.2,492.4,609.7,440.0
7905,CE,2016,20.0,M,1,1,,,,,
7906,PA,2016,20.0,F,1,2,533.8,531.5,408.1,499.7,520.0
7907,SP,2016,17.0,M,2,1,667.2,532.9,610.3,591.3,820.0
7908,CE,2016,16.0,F,1,3,557.2,600.2,446.5,529.1,560.0
7909,SP,2016,19.0,M,1,1,,,,,
7910,MT,2016,19.0,M,2,2,493.4,448.2,453.2,446.5,280.0
7911,CE,2016,21.0,M,2,1,497.1,493.0,492.0,531.9,500.0
7912,RR,2016,19.0,M,1,1,,,,,
7913,PA,2016,31.0,M,1,3,571.3,522.3,469.8,621.0,520.0
7914,SP,2016,18.0,M,2,3,,,,,
7915,RJ,2016,19.0,F,1,3,494.2,346.2,524.1,564.8,360.0
7916,SP,2016,18.0,F,1,1,552.3,619.6,628.4,633.6,680.0
7917,MG,2016,23.0,F,1,2,,,,,
7918,MG,2016,18.0,F,2,1,456.4,373.7,433.0,459.3,300.0
7919,PE,2016,22.0,F,1,3,,,,,
7920,MG,2016,23.0,F,1,3,,,,,
7921,SP,2016,17.0,M,2,1,,,,,
7922,PR,2016,17.0,M,2,3,505.7,515.5,383.3,552.3,220.0
7923,RN,2016,18.0,F,2,2,498.0,476.4,393.3,539.3,540.0
7924,BA,2016,18.0,F,1,3,,,,,
7925,CE,2016,27.0,F,1,1,,,,,
7926,SP,2016,17.0,F,2,1,611.5,478.8,507.0,582.8,760.0
7927,PI,2016,19.0,M,1,3,443.4,347.9,527.9,406.4,200.0
7928,SP,2016,17.0,F,1,1,558.1,527.0,550.7,589.2,540.0
7929,SP,2016,28.0,M,1,1,539.1,481.0,597.3,582.8,400.0
7930,MG,2016,18.0,M,2,3,452.8,514.1,410.0,422.4,0.0
7931,RS,2016,18.0,F,1,1,526.2,408.2,369.0,446.3,440.0
7932,PA,2016,25.0,F,1,0,460.8,453.5,433.5,479.7,480.0
7933,PB,2016,19.0,F,1,3,462.2,444.0,418.8,465.6,440.0
7934,CE,2016,17.0,F,1,3,420.0,430.0,430.4,471.8,400.0
7935,BA,2016,33.0,M,1,2,,,,,
7936,PE,2016,24.0,M,1,1,468.2,472.5,434.5,516.3,520.0
7937,SP,2016,20.0,M,1,1,,,,,
7938,SP,2016,16.0,M,1,1,566.8,484.8,446.6,512.9,540.0
7939,MG,2016,19.0,M,1,2,576.1,632.5,595.5,682.6,600.0
7940,CE,2016,17.0,F,1,1,544.3,463.5,433.7,429.8,480.0
7941,PE,2016,26.0,M,1,3,,,,,
7942,MA,2016,24.0,M,2,3,510.7,457.8,542.6,559.2,380.0
7943,SP,2016,18.0,M,3,0,494.8,727.8,630.8,583.6,660.0
7944,GO,2016,21.0,F,1,2,499.8,394.4,401.5,378.6,380.0
7945,CE,2016,17.0,F,1,3,451.7,478.0,386.3,497.6,560.0
7946,PA,2016,18.0,M,2,3,427.5,441.6,438.8,527.0,360.0
7947,PA,2016,19.0,M,3,1,506.6,482.7,458.7,577.0,520.0
7948,PR,2016,22.0,F,1,1,587.5,427.8,490.1,421.4,640.0
7949,DF,2016,24.0,F,1,3,,,,,
7950,RJ,2016,37.0,F,1,3,534.4,464.3,518.5,516.8,580.0
7951,MG,2016,31.0,F,1,3,,,,,
7952,MG,2016,30.0,F,1,3,,,,,
7953,PE,2016,35.0,F,1,1,,,,,
7954,RJ,2016,19.0,M,2,2,476.4,517.6,392.6,518.4,520.0
7955,PR,2016,32.0,M,1,1,,,,,
7956,RJ,2016,20.0,M,1,3,518.8,491.8,458.2,559.1,600.0
7957,RS,2016,16.0,M,1,1,462.6,431.3,477.6,492.3,500.0
7958,MT,2016,19.0,M,1,3,436.3,479.9,408.1,527.1,540.0
7959,CE,2016,16.0,M,1,3,514.3,348.5,389.5,547.8,400.0
7960,PR,2016,18.0,M,1,1,585.9,512.5,523.6,607.4,520.0
7961,CE,2016,18.0,M,1,3,,,,,
7962,MG,2016,19.0,M,2,3,442.2,545.7,463.9,505.1,360.0
7963,SP,2016,23.0,M,1,1,,,,,
7964,MG,2016,21.0,M,1,4,489.2,591.7,461.3,569.9,540.0
7965,MG,2016,52.0,F,1,3,,,,,
7966,PR,2016,18.0,F,2,1,529.2,425.2,441.5,543.4,600.0
7967,SP,2016,17.0,F,3,1,564.8,536.1,537.7,631.3,600.0
7968,RJ,2016,25.0,M,1,2,514.2,409.8,445.7,532.1,380.0
7969,MT,2016,51.0,F,1,3,478.1,535.2,494.9,534.0,380.0
7970,SC,2016,23.0,F,1,1,540.4,403.4,419.1,525.4,580.0
7971,SP,2016,20.0,F,1,3,,,,,
7972,AM,2016,18.0,M,2,3,489.7,441.1,426.4,602.7,560.0
7973,BA,2016,20.0,F,1,2,,,,,
7974,RJ,2016,17.0,M,1,3,454.2,520.9,429.7,513.9,440.0
7975,PR,2016,21.0,M,1,1,439.2,355.7,422.8,455.2,460.0
7976,SP,2016,18.0,F,2,3,,,,,
7977,SP,2016,17.0,F,2,1,579.3,526.7,498.6,592.0,540.0
7978,SP,2016,19.0,M,1,1,638.5,464.2,494.9,663.0,560.0
7979,MA,2016,35.0,F,1,1,,,,,
7980,SP,2016,18.0,F,1,1,571.4,363.7,420.6,546.6,460.0
7981,RO,2016,36.0,F,1,3,,,,,
7982,RJ,2016,17.0,F,2,3,0.0,0.0,443.2,384.8,0.0
7983,GO,2016,50.0,M,1,0,520.0,398.1,466.2,495.1,400.0
7984,CE,2016,20.0,F,2,3,,,,,
7985,PA,2016,32.0,F,1,3,401.8,506.4,456.8,430.2,360.0
7986,SP,2016,35.0,M,1,3,479.1,510.7,464.5,559.9,380.0
7987,RN,2016,29.0,F,1,3,446.7,495.5,398.1,484.6,360.0
7988,MS,2016,34.0,F,1,3,529.5,423.6,396.5,526.6,360.0
7989,SP,2016,18.0,M,1,1,,,,,
7990,CE,2016,24.0,M,1,0,,,,,
7991,MG,2016,19.0,M,1,3,476.6,519.2,429.1,405.1,420.0
7992,CE,2016,15.0,M,1,3,561.7,643.9,539.3,478.9,640.0
7993,SP,2016,23.0,M,1,2,,,,,
7994,CE,2016,19.0,F,1,4,,,,,
7995,CE,2016,22.0,F,1,1,534.3,406.3,422.4,507.7,520.0
7996,MG,2016,16.0,F,1,1,602.5,651.6,560.9,591.9,680.0
7997,MA,2016,17.0,M,1,3,490.4,386.5,399.3,513.6,360.0
7998,SC,2016,18.0,F,1,1,559.0,481.2,563.8,547.0,580.0
7999,AP,2016,29.0,F,1,3,386.7,384.8,512.7,545.4,520.0
8000,BA,2016,25.0,M,1,3,,,,,
8001,RN,2016,23.0,F,1,1,,,,,
8002,MG,2016,22.0,F,1,0,588.7,596.3,522.8,598.8,600.0
8003,SP,2016,18.0,F,2,3,,,,,
8004,RJ,2016,24.0,M,1,0,458.7,336.2,479.2,451.2,0.0
8005,SP,2016,29.0,M,1,1,578.4,538.0,506.3,521.3,420.0
8006,PB,2016,39.0,M,1,2,551.3,465.4,499.9,536.6,560.0
8007,PR,2016,20.0,F,1,1,430.3,371.4,409.4,394.1,440.0
8008,CE,2016,19.0,M,1,1,394.9,405.6,421.1,450.4,320.0
8009,SP,2016,30.0,M,1,2,549.9,544.4,451.8,542.1,520.0
8010,MG,2016,20.0,M,1,1,628.0,644.1,542.2,656.6,720.0
8011,PE,2016,19.0,F,1,1,603.7,482.6,496.8,494.7,640.0
8012,SE,2016,22.0,F,1,3,616.1,497.4,567.4,638.5,640.0
8013,GO,2016,24.0,F,1,1,485.1,371.8,452.2,442.3,460.0
8014,PE,2016,25.0,M,1,1,,,563.6,590.7,
8015,AC,2016,17.0,F,1,3,534.8,397.5,438.1,387.7,380.0
8016,SP,2016,22.0,F,1,1,,,,,
8017,CE,2016,18.0,M,1,3,560.3,504.8,406.5,428.2,440.0
8018,MT,2016,17.0,F,2,3,425.2,429.8,384.3,490.4,500.0
8019,SP,2016,20.0,M,1,1,,,,,
8020,BA,2016,25.0,F,1,0,,,,,
8021,MG,2016,20.0,M,1,1,,,,,
8022,MG,2016,16.0,M,2,1,678.9,737.5,620.2,673.6,900.0
8023,CE,2016,19.0,F,1,3,,,,,
8024,ES,2016,23.0,F,1,3,589.3,368.2,591.9,632.3,760.0
8025,CE,2016,50.0,M,1,3,528.0,386.2,419.3,546.4,360.0
8026,PB,2016,18.0,F,1,3,,,,,
8027,AM,2016,16.0,F,1,3,494.2,592.3,527.7,556.8,480.0
8028,PE,2016,40.0,F,1,4,465.2,526.9,406.9,530.6,440.0
8029,PE,2016,41.0,M,1,1,564.1,727.1,647.1,644.7,520.0
8030,MG,2016,18.0,M,2,1,485.0,688.1,638.1,601.8,560.0
8031,SP,2016,25.0,M,1,4,461.1,486.9,551.9,575.8,320.0
8032,BA,2016,29.0,M,1,2,553.8,388.0,361.2,399.9,320.0
8033,BA,2016,27.0,F,1,3,,,,,
8034,PR,2016,52.0,F,1,1,,,,,
8035,BA,2016,21.0,M,1,2,612.4,579.2,571.9,578.4,540.0
8036,MA,2016,17.0,M,2,1,516.9,507.7,444.2,491.8,520.0
8037,PA,2016,14.0,M,1,2,463.3,441.8,465.1,475.0,460.0
8038,MG,2016,21.0,F,1,3,488.9,386.4,386.5,465.7,360.0
8039,MG,2016,18.0,F,2,3,495.5,380.9,488.8,553.1,680.0
8040,TO,2016,31.0,F,2,3,514.4,433.5,521.3,422.4,0.0
8041,MG,2016,19.0,F,1,3,479.1,438.4,390.5,528.0,420.0
8042,MG,2016,32.0,F,1,1,,,,,
8043,DF,2016,22.0,M,1,2,644.3,453.5,428.6,521.7,760.0
8044,PA,2016,19.0,F,2,1,,,,,
8045,MG,2016,19.0,M,1,3,501.7,556.7,566.7,607.7,500.0
8046,RS,2016,25.0,M,1,1,605.9,385.6,563.5,636.7,780.0
8047,PR,2016,17.0,M,2,1,562.7,344.6,518.2,585.9,520.0
8048,MA,2016,18.0,F,2,2,592.6,452.6,510.6,586.2,520.0
8049,GO,2016,26.0,M,1,3,394.1,511.0,486.7,517.4,400.0
8050,MG,2016,28.0,F,1,3,,,,,
8051,RN,2016,25.0,F,1,1,476.0,423.4,424.2,545.9,640.0
8052,SP,2016,24.0,F,1,3,,,,,
8053,RS,2016,18.0,F,1,1,610.1,594.8,624.6,625.7,780.0
8054,MG,2016,16.0,M,1,1,482.0,367.6,483.7,520.1,560.0
8055,SP,2016,22.0,F,1,2,562.7,340.6,484.3,604.9,600.0
8056,CE,2016,20.0,F,1,3,583.8,614.7,527.4,587.6,580.0
8057,MG,2016,23.0,F,1,3,,,,,
8058,BA,2016,17.0,M,1,0,440.0,454.9,393.8,508.1,520.0
8059,ES,2016,19.0,F,1,3,588.7,512.0,499.9,550.9,520.0
8060,MT,2016,38.0,M,1,2,423.7,579.0,383.4,406.4,280.0
8061,SP,2016,20.0,M,1,1,522.8,493.7,384.3,512.8,480.0
8062,PE,2016,40.0,F,1,1,486.0,331.3,444.2,402.7,240.0
8063,SP,2016,18.0,M,2,2,582.2,493.6,484.2,552.4,560.0
8064,GO,2016,35.0,F,1,3,484.6,383.2,409.3,447.2,300.0
8065,SP,2016,22.0,M,1,1,,,,,
8066,RJ,2016,18.0,F,2,3,372.8,374.6,435.9,391.2,340.0
8067,MA,2016,16.0,M,1,3,475.7,471.7,439.2,491.1,560.0
8068,SP,2016,17.0,F,2,1,517.0,566.8,369.6,532.3,680.0
8069,MA,2016,17.0,F,3,2,558.0,438.2,373.4,533.6,620.0
8070,BA,2016,42.0,M,1,3,,,,,
8071,RS,2016,31.0,F,1,1,514.6,519.5,414.4,515.8,580.0
8072,MG,2016,27.0,F,1,3,447.8,462.3,452.0,531.7,520.0
8073,RJ,2016,18.0,F,2,4,529.4,475.0,444.8,494.1,460.0
8074,PE,2016,22.0,M,1,3,,,,,
8075,RR,2016,24.0,M,1,3,603.7,437.6,502.8,615.0,580.0
8076,BA,2016,18.0,M,2,3,,,,,
8077,SP,2016,30.0,M,1,3,459.5,689.7,472.2,540.8,320.0
8078,DF,2016,32.0,F,1,1,,,,,
8079,MG,2016,23.0,M,1,2,,,,,
8080,RJ,2016,18.0,M,2,3,,,,,
8081,DF,2016,28.0,F,1,3,,,,,
8082,RJ,2016,16.0,F,1,2,503.9,410.4,438.9,498.8,400.0
8083,MG,2016,17.0,F,2,3,463.3,385.1,492.5,498.2,480.0
8084,PI,2016,20.0,M,1,2,552.4,544.8,486.2,501.6,500.0
8085,SP,2016,17.0,M,2,1,504.9,487.1,423.2,579.3,460.0
8086,PR,2016,17.0,F,3,1,605.0,626.9,589.8,589.7,860.0
8087,MA,2016,31.0,F,1,2,,,,,
8088,MG,2016,28.0,M,1,3,550.8,474.4,454.8,607.6,600.0
8089,BA,2016,18.0,F,1,3,564.6,561.0,450.7,598.9,660.0
8090,PB,2016,18.0,M,2,3,409.4,392.8,476.5,515.4,420.0
8091,MA,2016,20.0,M,1,2,,,,,
8092,PI,2016,41.0,M,1,3,,,,,
8093,SP,2016,22.0,F,1,3,550.8,473.2,515.2,538.4,0.0
8094,RJ,2016,27.0,M,1,2,,,,,
8095,MG,2016,23.0,F,1,3,591.7,528.3,543.1,584.8,440.0
8096,SP,2016,28.0,M,1,1,459.9,397.3,500.8,585.9,520.0
8097,MG,2016,49.0,M,1,3,425.4,626.2,588.9,605.1,500.0
8098,RJ,2016,18.0,M,1,1,651.9,786.1,644.3,663.8,720.0
8099,RS,2016,21.0,M,1,2,530.4,455.0,498.1,528.6,660.0
8100,AM,2016,28.0,F,1,3,619.4,550.0,531.9,561.3,440.0
8101,BA,2016,19.0,F,1,3,566.8,464.7,504.0,577.2,680.0
8102,ES,2016,16.0,M,1,3,472.6,404.6,437.0,477.8,420.0
8103,RS,2016,34.0,F,1,1,,,,,
8104,SP,2016,19.0,M,1,2,503.8,399.3,575.7,581.0,420.0
8105,PE,2016,36.0,M,1,1,,,477.5,458.5,
8106,SP,2016,30.0,F,1,1,,,,,
8107,PA,2016,16.0,F,1,1,518.8,564.9,444.3,586.7,600.0
8108,MG,2016,18.0,F,2,3,512.7,427.6,391.6,508.3,400.0
8109,PA,2016,26.0,M,1,3,468.3,427.8,408.8,410.7,320.0
8110,BA,2016,21.0,F,1,2,,,,,
8111,MA,2016,43.0,M,1,4,475.1,608.8,475.7,630.7,540.0
8112,SP,2016,37.0,M,1,3,526.8,404.4,399.4,434.0,440.0
8113,MG,2016,26.0,M,1,3,472.7,393.2,554.0,524.6,560.0
8114,PA,2016,27.0,M,1,3,,,,,
8115,DF,2016,24.0,M,1,2,,,,,
8116,PR,2016,37.0,F,1,1,,,,,
8117,RN,2016,16.0,M,1,2,472.0,512.1,485.8,595.7,640.0
8118,PE,2016,16.0,M,1,1,553.0,607.9,556.3,528.5,360.0
8119,PE,2016,21.0,M,1,3,528.9,611.8,472.4,569.8,620.0
8120,RJ,2016,18.0,M,3,2,585.0,648.4,530.9,600.8,0.0
8121,RS,2016,29.0,F,1,1,,,,,
8122,SP,2016,27.0,F,1,3,,,,,
8123,PI,2016,17.0,F,2,1,548.0,418.6,463.5,553.3,620.0
8124,BA,2016,16.0,F,1,3,396.6,393.9,399.7,404.6,460.0
8125,SP,2016,18.0,F,1,1,593.0,497.6,450.9,575.0,720.0
8126,AM,2016,21.0,F,1,3,,,,,
8127,AM,2016,26.0,M,1,3,528.9,391.9,411.5,586.9,520.0
8128,MG,2016,21.0,M,1,3,548.0,711.1,648.6,632.0,640.0
8129,SP,2016,19.0,F,1,1,671.1,714.7,691.6,677.0,740.0
8130,AM,2016,18.0,F,1,3,666.9,774.6,684.1,700.2,760.0
8131,MG,2016,39.0,M,1,2,471.9,451.8,,,500.0
8132,MA,2016,37.0,F,1,2,536.4,455.9,457.0,600.4,360.0
8133,MS,2016,17.0,F,2,3,560.2,556.5,511.1,566.6,600.0
8134,PR,2016,18.0,M,2,3,,,470.0,393.6,
8135,SP,2016,18.0,M,3,1,588.7,540.8,620.8,617.6,660.0
8136,MG,2016,17.0,F,2,3,559.9,425.8,435.1,548.5,540.0
8137,PB,2016,21.0,M,1,1,547.6,395.6,416.7,426.1,400.0
8138,PR,2016,20.0,M,1,1,,,,,
8139,CE,2016,22.0,M,2,3,445.8,494.4,449.5,455.3,340.0
8140,SP,2016,19.0,F,1,2,522.0,475.9,424.5,494.6,600.0
8141,RO,2016,22.0,M,1,1,429.5,400.1,469.0,473.2,500.0
8142,SP,2016,17.0,M,2,1,427.3,562.1,462.8,509.0,0.0
8143,MG,2016,22.0,F,1,3,,,,,
8144,GO,2016,17.0,F,1,3,499.7,386.7,441.3,455.5,560.0
8145,PA,2016,19.0,F,1,3,398.5,385.7,491.6,471.8,500.0
8146,MA,2016,22.0,F,1,4,488.0,376.8,524.0,440.5,580.0
8147,GO,2016,24.0,F,1,1,,,,,
8148,MG,2016,17.0,F,2,1,381.5,396.7,413.7,446.3,440.0
8149,GO,2016,23.0,F,1,2,,,,,
8150,MG,2016,16.0,F,1,3,572.6,516.8,510.8,563.9,600.0
8151,MG,2016,20.0,F,1,2,493.2,469.8,474.0,543.4,380.0
8152,TO,2016,19.0,F,1,3,548.1,425.7,433.9,560.8,580.0
8153,PR,2016,46.0,M,1,3,594.9,605.9,467.3,617.8,440.0
8154,PA,2016,17.0,M,1,3,419.1,456.5,421.4,467.4,360.0
8155,RJ,2016,17.0,F,3,1,523.0,604.8,531.8,526.3,560.0
8156,PA,2016,18.0,F,2,2,,,500.0,447.5,
8157,BA,2016,36.0,F,1,3,,,,,
8158,PE,2016,27.0,F,1,1,,,,,
8159,SP,2016,33.0,F,1,3,,,,,
8160,SP,2016,20.0,F,1,2,,,,,
8161,RJ,2016,17.0,M,3,1,,,,,
8162,SP,2016,17.0,F,2,2,527.5,390.3,408.5,362.3,420.0
8163,SC,2016,23.0,F,1,2,534.0,476.7,439.4,553.3,560.0
8164,MG,2016,35.0,F,2,3,,,,,
8165,SP,2016,20.0,F,1,3,,,,,
8166,MS,2016,26.0,M,2,3,472.5,529.2,510.3,555.8,640.0
8167,PA,2016,17.0,M,1,1,,,,,
8168,ES,2016,30.0,M,1,1,,,,,
8169,BA,2016,23.0,M,1,3,580.6,645.1,567.8,666.7,860.0
8170,BA,2016,22.0,F,1,2,451.1,449.1,407.1,479.4,420.0
8171,BA,2016,29.0,M,1,1,471.0,375.2,444.5,536.9,580.0
8172,PA,2016,33.0,F,1,3,557.0,601.6,415.9,482.1,600.0
8173,SC,2016,20.0,M,2,1,399.5,387.6,409.4,517.6,0.0
8174,BA,2016,46.0,F,1,4,555.0,409.4,473.5,607.7,540.0
8175,SP,2016,17.0,F,2,1,,,530.7,554.0,
8176,RS,2016,25.0,M,1,1,611.8,645.1,504.0,600.8,480.0
8177,MS,2016,21.0,F,1,1,,,,,
8178,MG,2016,15.0,M,1,3,444.3,554.3,572.1,582.2,580.0
8179,MT,2016,24.0,M,1,3,380.8,416.4,368.0,427.4,320.0
8180,CE,2016,17.0,M,1,3,543.2,620.0,507.5,540.3,420.0
8181,PE,2016,30.0,M,1,3,,,,,
8182,PR,2016,20.0,F,2,3,428.7,535.4,395.5,514.9,560.0
8183,BA,2016,18.0,M,2,5,379.8,392.4,412.5,415.8,380.0
8184,AM,2016,17.0,M,1,3,,,,,
8185,MA,2016,30.0,M,1,2,,,,,
8186,MA,2016,18.0,F,1,1,558.8,450.0,398.3,506.8,500.0
8187,CE,2016,37.0,M,1,3,,,,,
8188,MG,2016,17.0,F,1,1,575.8,711.4,603.8,618.7,520.0
8189,MT,2016,37.0,F,1,3,,,,,
8190,BA,2016,48.0,F,1,3,,,,,
8191,MG,2016,18.0,F,1,1,561.0,641.7,487.6,581.1,440.0
8192,PA,2016,18.0,M,2,3,584.3,480.3,497.0,602.9,0.0
8193,PR,2016,16.0,F,1,1,411.7,521.7,409.8,421.3,700.0
8194,ES,2016,17.0,F,2,3,560.4,445.0,517.1,529.0,620.0
8195,MG,2016,19.0,F,1,1,644.7,791.4,784.9,771.4,800.0
8196,RJ,2016,17.0,F,3,3,604.4,510.0,407.8,585.7,680.0
8197,SP,2016,24.0,M,1,1,,,,,
8198,RN,2016,18.0,F,1,1,493.6,375.1,422.7,498.2,640.0
8199,PE,2016,16.0,M,1,3,509.4,516.4,448.4,569.2,580.0
8200,CE,2016,17.0,F,2,1,616.4,574.4,445.0,553.5,540.0
8201,RJ,2016,19.0,M,1,2,504.4,380.0,418.1,486.2,520.0
8202,SP,2016,21.0,F,1,1,518.5,540.8,472.8,614.3,520.0
8203,CE,2016,20.0,F,1,3,442.4,401.3,476.8,409.3,500.0
8204,MG,2016,19.0,M,2,4,454.6,483.6,423.7,435.9,400.0
8205,PA,2016,21.0,M,2,3,390.9,392.9,453.1,485.3,160.0
8206,RS,2016,29.0,F,1,1,528.3,484.2,454.9,519.4,0.0
8207,MG,2016,17.0,F,3,3,573.7,581.8,621.6,590.7,620.0
8208,PA,2016,17.0,M,3,3,,,,,
8209,RN,2016,19.0,F,1,1,531.7,423.5,424.8,484.5,560.0
8210,AM,2016,21.0,M,1,3,,,,,
8211,RJ,2016,17.0,F,2,3,544.7,456.9,518.5,509.5,500.0
8212,SP,2016,16.0,F,1,1,517.6,459.8,450.5,564.8,360.0
8213,BA,2016,35.0,F,2,3,,,,,
8214,RJ,2016,27.0,M,1,1,,,,,
8215,PA,2016,35.0,M,1,3,,,,,
8216,MG,2016,26.0,F,1,1,637.1,544.1,557.0,649.1,760.0
8217,BA,2016,34.0,F,1,2,,,,,
8218,SP,2016,49.0,F,1,1,,,,,
8219,PR,2016,17.0,F,2,0,378.3,493.1,434.9,502.8,580.0
8220,PR,2016,17.0,F,2,1,,,367.5,540.5,
8221,MS,2016,19.0,F,2,1,475.0,387.0,388.4,429.3,480.0
8222,ES,2016,19.0,F,1,1,618.2,749.0,675.2,679.8,760.0
8223,MG,2016,36.0,F,1,4,,,,,
8224,SP,2016,18.0,M,1,3,457.7,414.4,448.2,543.3,360.0
8225,ES,2016,18.0,F,3,3,445.4,368.7,416.2,494.0,600.0
8226,SP,2016,16.0,F,1,3,541.0,370.6,,,540.0
8227,BA,2016,20.0,F,1,3,580.6,738.5,626.7,611.0,760.0
8228,RJ,2016,35.0,M,1,2,,,,,
8229,BA,2016,19.0,F,1,3,,,,,
8230,SP,2016,17.0,F,2,1,611.4,504.1,567.3,604.4,700.0
8231,RS,2016,26.0,F,1,2,503.3,501.5,422.2,514.7,440.0
8232,MG,2016,19.0,F,1,3,461.9,436.5,428.7,484.2,460.0
8233,PB,2016,16.0,F,1,1,581.5,352.7,392.8,572.9,440.0
8234,SP,2016,21.0,M,1,2,,,,,
8235,SP,2016,25.0,M,1,1,464.5,387.9,384.9,520.0,440.0
8236,MG,2016,26.0,F,1,1,401.4,376.6,463.7,382.5,400.0
8237,SP,2016,17.0,F,2,2,,,426.2,474.9,
8238,MG,2016,17.0,F,1,1,550.8,542.7,470.2,584.7,580.0
8239,PR,2016,22.0,M,1,1,511.6,532.8,435.3,553.3,500.0
8240,RO,2016,20.0,F,2,3,460.8,421.1,442.9,469.3,340.0
8241,ES,2016,18.0,F,1,1,587.5,526.0,580.7,523.3,660.0
8242,SP,2016,20.0,M,1,3,538.0,359.4,438.4,461.8,480.0
8243,MT,2016,19.0,F,1,3,,,,,
8244,PR,2016,21.0,M,1,3,537.0,408.3,603.8,623.6,540.0
8245,MG,2016,37.0,F,1,1,510.7,423.8,407.3,421.5,300.0
